Serial,Time,Lat,Lon,Temp,Hm0,Hsig,Hmax,Tz,Tm02,Tm01,Tp,Dp,Dm,Dp_sp,Dm_sp,Qflag,Qcode,Percent,Dof
SPOT_30856C,09-Feb-2025 23:00:00, -23.47964, 152.07838, 27.11,  1.17,  1.12,  1.81,  4.98,  4.68,  5.24,  6.40, 59.72, 63.83, 30.17, 34.97,1,1,100,68 
SPOT_30856C,09-Feb-2025 23:30:00, -23.47965, 152.07830, 27.08,  1.09,  1.02,  1.61,  4.51,  4.32,  4.92,  6.40, 58.12, 63.38, 23.25, 30.36,1,1,100,68 
SPOT_30856C,10-Feb-2025 00:00:00, -23.47961, 152.07811, 27.06,  0.97,  0.92,  1.77,  4.49,  4.30,  4.99,  6.40, 60.83, 61.71, 18.40, 29.65,1,1,100,68 
SPOT_30856C,10-Feb-2025 00:30:00, -23.47965, 152.07774, 27.06,  0.87,  0.83,  1.53,  4.29,  4.10,  4.89,  6.40, 52.57, 59.03, 23.42, 33.04,1,1,100,68 
SPOT_30856C,10-Feb-2025 01:00:00, -23.47995, 152.07762, 27.09,  0.92,  0.84,  1.65,  4.81,  4.59,  5.54,  6.83, 42.75, 49.75, 29.92, 39.99,1,1,100,68 
SPOT_30856C,10-Feb-2025 01:30:00, -23.47997, 152.07764, 27.09,  0.96,  0.86,  1.74,  4.56,  4.53,  5.41,  6.40, 51.59, 52.89, 29.23, 37.28,1,1,100,68 
SPOT_30856C,10-Feb-2025 02:00:00, -23.48001, 152.07764, 27.04,  0.95,  0.86,  1.34,  4.64,  4.48,  5.32,  9.31, 43.14, 47.87, 28.13, 37.21,1,1,100,68 
SPOT_30856C,10-Feb-2025 02:30:00, -23.47997, 152.07760, 27.11,  0.97,  0.89,  1.45,  4.71,  4.48,  5.39,  9.31, 46.50, 43.60, 29.41, 39.03,1,1,100,68 
SPOT_30856C,10-Feb-2025 03:00:00, -23.47996, 152.07758, 27.13,  0.96,  0.90,  1.66,  4.60,  4.40,  5.30,  6.40, 39.08, 41.69, 39.16, 44.59,1,1,100,68 
SPOT_30856C,10-Feb-2025 03:30:00, -23.47993, 152.07757, 27.14,  0.99,  0.93,  1.73,  4.80,  4.55,  5.44,  6.40, 35.04, 39.97, 35.84, 42.53,1,1,100,68 
SPOT_30856C,10-Feb-2025 04:00:00, -23.47991, 152.07756, 27.15,  1.03,  0.96,  1.66,  4.73,  4.65,  5.57,  8.53, 40.60, 39.93, 33.50, 41.37,1,1,100,68 
SPOT_30856C,10-Feb-2025 04:30:00, -23.47988, 152.07755, 27.13,  1.06,  0.98,  1.53,  4.94,  4.71,  5.59,  6.83, 38.09, 35.31, 36.17, 41.42,1,1,100,68 
SPOT_30856C,10-Feb-2025 05:00:00, -23.47988, 152.07755, 27.09,  1.10,  1.01,  1.61,  4.82,  4.53,  5.30,  6.40, 41.54, 39.50, 36.18, 42.51,1,1,100,68 
SPOT_30856C,10-Feb-2025 05:30:00, -23.47988, 152.07755, 27.09,  1.17,  1.07,  1.97,  4.79,  4.65,  5.42,  6.83, 42.43, 43.00, 36.41, 42.50,1,1,100,68 
SPOT_30856C,10-Feb-2025 06:00:00, -23.47990, 152.07756, 27.10,  1.16,  1.08,  1.65,  4.66,  4.55,  5.36,  7.31, 39.34, 50.12, 33.95, 43.56,1,1,100,68 
SPOT_30856C,10-Feb-2025 06:30:00, -23.47989, 152.07757, 27.10,  1.21,  1.12,  1.95,  4.85,  4.45,  5.13,  6.83, 51.14, 54.15, 30.44, 39.41,1,1,100,68 
SPOT_30856C,10-Feb-2025 07:00:00, -23.47990, 152.07762, 27.11,  1.21,  1.15,  2.01,  4.87,  4.65,  5.39,  7.88, 51.94, 57.21, 27.05, 35.55,1,1,100,68 
SPOT_30856C,10-Feb-2025 07:30:00, -23.47988, 152.07772, 27.11,  1.29,  1.23,  1.93,  4.84,  4.75,  5.43,  7.31, 53.77, 57.69, 14.65, 28.44,1,1,100,68 
SPOT_30856C,10-Feb-2025 08:00:00, -23.47970, 152.07829, 27.11,  1.35,  1.30,  2.28,  5.20,  4.86,  5.47,  6.83, 58.45, 58.21, 24.03, 30.16,1,1,100,68 
SPOT_30856C,10-Feb-2025 08:30:00, -23.47966, 152.07843, 27.09,  1.53,  1.43,  2.29,  5.06,  5.06,  5.55,  7.31, 57.55, 62.57, 32.33, 38.95,1,1,100,68 
SPOT_30856C,10-Feb-2025 09:00:00, -23.47966, 152.07844, 27.10,  1.56,  1.47,  2.36,  5.09,  5.11,  5.57,  6.40, 62.45, 62.80, 34.09, 42.25,1,1,100,68 
SPOT_30856C,10-Feb-2025 09:30:00, -23.47966, 152.07845, 27.11,  1.59,  1.52,  2.45,  5.43,  5.20,  5.66,  6.83, 67.54, 67.16, 34.87, 44.98,1,1,100,68 
SPOT_30856C,10-Feb-2025 10:00:00, -23.47965, 152.07844, 27.11,  1.65,  1.53,  2.63,  5.43,  5.27,  5.73,  6.02, 71.02, 66.91, 42.81, 45.72,1,1,100,68 
SPOT_30856C,10-Feb-2025 10:30:00, -23.47963, 152.07843, 27.06,  1.58,  1.48,  2.40,  5.41,  5.23,  5.79,  6.83, 60.68, 65.52, 40.65, 43.42,1,1,100,68 
SPOT_30856C,10-Feb-2025 11:00:00, -23.47959, 152.07835, 27.23,  1.27,  1.17,  1.99,  4.96,  4.92,  5.53,  6.40, 69.42, 65.65, 30.91, 38.90,1,1,100,68 
SPOT_30856C,10-Feb-2025 11:30:00, -23.47952, 152.07811, 27.23,  1.09,  0.97,  1.73,  4.84,  4.86,  5.76,  7.88, 55.03, 57.45, 15.97, 29.10,1,1,100,68 
SPOT_30856C,10-Feb-2025 12:00:00, -23.47970, 152.07763, 27.37,  0.86,  0.84,  1.35,  4.77,  4.29,  5.21,  5.12, 58.00, 51.52, 35.25, 40.39,1,1,100,68 
SPOT_30856C,10-Feb-2025 12:30:00, -23.47992, 152.07758, 27.37,  0.94,  0.86,  1.57,  4.93,  4.68,  5.67, 10.24, 51.40, 47.13, 26.97, 42.39,1,1,100,68 
SPOT_30856C,10-Feb-2025 13:00:00, -23.47997, 152.07758, 27.34,  0.99,  0.89,  1.37,  5.12,  4.90,  5.90, 10.24, 52.09, 46.67, 24.94, 40.74,1,1,100,68 
SPOT_30856C,10-Feb-2025 13:30:00, -23.47997, 152.07759, 27.35,  0.99,  0.94,  1.45,  4.91,  4.61,  5.49, 11.38, 53.74, 45.17, 26.17, 40.94,1,1,100,68 
SPOT_30856C,10-Feb-2025 14:00:00, -23.47995, 152.07759, 27.44,  0.99,  0.93,  1.43,  5.02,  4.73,  5.52,  7.31, 48.35, 46.61, 26.09, 36.08,1,1,100,68 
SPOT_30856C,10-Feb-2025 14:30:00, -23.47990, 152.07759, 27.47,  1.01,  0.95,  1.53,  4.90,  4.66,  5.52, 11.38, 51.31, 47.98, 17.86, 34.07,1,1,100,68 
SPOT_30856C,10-Feb-2025 15:00:00, -23.47984, 152.07759, 27.62,  1.06,  1.00,  1.49,  4.87,  4.62,  5.49,  7.31, 51.42, 49.27, 17.98, 30.81,1,1,100,68 
