Serial,Time,Lat,Lon,Temp,Hm0,Hsig,Hmax,Tz,Tm02,Tm01,Tp,Dp,Dm,Dp_sp,Dm_sp,Qflag,Qcode,Percent,Dof
SPOT_30856C,09-Mar-2025 13:00:00, -23.48006, 152.07740, 27.39,  0.75,  0.67,  1.04,  3.79,  3.58,  4.19,  5.39, 22.46, 33.18, 40.15, 53.76,1,1,100,68 
SPOT_30856C,09-Mar-2025 13:30:00, -23.48016, 152.07751, 27.40,  0.71,  0.62,  1.21,  3.52,  3.44,  4.09,  5.12, 15.58, 26.14, 44.21, 58.42,1,1,100,68 
SPOT_30856C,09-Mar-2025 14:00:00, -23.48010, 152.07746, 27.61,  0.73,  0.65,  1.16,  3.72,  3.48,  4.08,  5.39,  7.38, 12.05, 45.75, 57.43,1,1,100,68 
SPOT_30856C,09-Mar-2025 14:30:00, -23.48005, 152.07752, 27.72,  0.85,  0.76,  1.32,  3.58,  3.52,  4.03,  5.39,349.70,  1.18, 40.00, 55.13,3,4,100,68 
SPOT_30856C,09-Mar-2025 15:00:00, -23.47998, 152.07740, 27.41,  0.81,  0.72,  1.26,  3.43,  3.33,  3.78,  5.39,  5.36,  4.08, 38.36, 54.65,3,4,100,68 
SPOT_30856C,09-Mar-2025 15:30:00, -23.47999, 152.07740, 27.38,  0.82,  0.71,  1.29,  3.45,  3.26,  3.72,  5.39, 12.17, 19.49, 44.27, 55.29,1,1,100,68 
SPOT_30856C,09-Mar-2025 16:00:00, -23.47999, 152.07736, 27.37,  0.78,  0.73,  1.24,  3.51,  3.44,  3.92,  3.53, 12.52, 19.41, 52.46, 57.41,1,1,100,68 
SPOT_30856C,09-Mar-2025 16:30:00, -23.47987, 152.07733, 27.32,  0.86,  0.78,  1.33,  3.55,  3.48,  3.97,  5.12,  9.28, 16.05, 40.54, 53.44,1,1,100,68 
SPOT_30856C,09-Mar-2025 17:00:00, -23.47987, 152.07733, 27.33,  0.93,  0.85,  1.58,  3.71,  3.55,  3.97,  5.12,  7.58, 23.15, 46.58, 52.54,1,1,100,68 
SPOT_30856C,09-Mar-2025 17:30:00, -23.47968, 152.07742, 27.35,  1.01,  0.88,  1.56,  3.63,  3.68,  4.09,  4.88, 28.15, 31.56, 32.22, 45.05,1,1,100,68 
SPOT_30856C,09-Mar-2025 18:00:00, -23.47952, 152.07772, 27.38,  1.03,  0.95,  1.79,  3.87,  3.65,  4.00,  4.65, 33.12, 34.48, 24.95, 38.81,1,1,100,68 
SPOT_30856C,09-Mar-2025 18:30:00, -23.47956, 152.07811, 27.35,  1.09,  1.02,  2.20,  3.92,  3.86,  4.23,  4.65, 40.33, 42.26, 28.34, 37.50,1,1,100,68 
SPOT_30856C,09-Mar-2025 19:00:00, -23.47964, 152.07821, 27.33,  1.10,  1.02,  2.05,  3.96,  3.92,  4.29,  4.88, 40.68, 41.74, 35.85, 45.07,1,1,100,68 
SPOT_30856C,09-Mar-2025 19:30:00, -23.47967, 152.07823, 27.30,  1.15,  1.07,  1.75,  4.08,  3.96,  4.27,  5.12, 36.73, 39.24, 39.62, 45.39,1,1,100,68 
SPOT_30856C,09-Mar-2025 20:00:00, -23.47967, 152.07822, 27.17,  1.15,  1.07,  1.93,  4.06,  3.94,  4.28,  4.45, 29.79, 45.16, 47.03, 47.79,1,1,100,68 
SPOT_30856C,09-Mar-2025 20:30:00, -23.47967, 152.07823, 27.19,  1.32,  1.16,  2.10,  4.19,  4.10,  4.41,  4.88, 40.99, 44.69, 41.48, 46.35,1,1,100,68 
SPOT_30856C,09-Mar-2025 21:00:00, -23.47969, 152.07824, 27.22,  1.19,  1.09,  1.77,  3.92,  3.93,  4.24,  4.45, 33.81, 44.70, 35.82, 46.11,1,1,100,68 
SPOT_30856C,09-Mar-2025 21:30:00, -23.47968, 152.07822, 27.23,  1.28,  1.18,  2.00,  4.11,  3.93,  4.24,  4.65, 42.77, 48.06, 34.09, 42.72,1,1,100,68 
SPOT_30856C,09-Mar-2025 22:00:00, -23.47969, 152.07821, 27.25,  1.17,  1.05,  1.81,  3.91,  3.91,  4.28,  4.45, 46.21, 49.26, 33.42, 40.64,1,1,100,68 
SPOT_30856C,09-Mar-2025 22:30:00, -23.47973, 152.07815, 27.25,  1.06,  0.97,  1.60,  3.79,  3.73,  4.05,  4.65, 45.36, 48.79, 32.58, 38.93,1,1,100,68 
SPOT_30856C,09-Mar-2025 23:00:00, -23.47979, 152.07797, 27.24,  1.00,  0.91,  1.37,  4.04,  3.80,  4.19,  4.88, 43.77, 48.82, 29.50, 39.69,1,1,100,68 
SPOT_30856C,09-Mar-2025 23:30:00, -23.48007, 152.07757, 27.24,  0.87,  0.80,  1.38,  3.72,  3.62,  4.09,  4.45, 36.32, 40.59, 34.97, 50.16,1,1,100,68 
SPOT_30856C,10-Mar-2025 00:00:00, -23.48013, 152.07752, 27.19,  0.89,  0.80,  1.27,  3.72,  3.71,  4.21,  4.88, 25.17, 35.94, 42.38, 52.68,1,1,100,68 
SPOT_30856C,10-Mar-2025 00:30:00, -23.48008, 152.07745, 27.12,  0.83,  0.77,  1.23,  3.74,  3.60,  4.08,  4.88, 25.49, 30.85, 50.19, 56.01,1,1,100,68 
SPOT_30856C,10-Mar-2025 01:00:00, -23.48002, 152.07739, 27.11,  0.83,  0.76,  1.27,  3.75,  3.58,  4.17,  4.45, 15.79, 30.25, 42.63, 58.44,1,1,100,68 
SPOT_30856C,10-Mar-2025 01:30:00, -23.47997, 152.07735, 27.12,  0.86,  0.79,  1.30,  3.74,  3.58,  4.06,  4.65, 14.23, 22.63, 45.37, 56.11,1,1,100,68 
SPOT_30856C,10-Mar-2025 02:00:00, -23.47997, 152.07735, 27.11,  0.88,  0.79,  1.30,  3.91,  3.79,  4.40,  4.88, 26.35, 25.22, 42.66, 57.79,1,1,100,68 
SPOT_30856C,10-Mar-2025 02:30:00, -23.47994, 152.07735, 27.10,  0.84,  0.78,  1.33,  3.84,  3.56,  4.04,  4.65, 11.15, 17.93, 44.89, 53.30,1,1,100,68 
SPOT_30856C,10-Mar-2025 03:00:00, -23.47995, 152.07734, 27.09,  0.88,  0.83,  1.40,  3.93,  3.68,  4.22,  4.88, 36.87, 21.66, 49.25, 54.84,1,1,100,68 
SPOT_30856C,10-Mar-2025 03:30:00, -23.47992, 152.07733, 27.05,  0.89,  0.78,  1.25,  3.77,  3.65,  4.19,  4.88, 24.63, 27.54, 45.07, 53.36,1,1,100,68 
SPOT_30856C,10-Mar-2025 04:00:00, -23.47991, 152.07734, 27.04,  0.88,  0.80,  1.77,  3.75,  3.67,  4.17,  5.39, 40.21, 28.87, 38.59, 52.94,1,1,100,68 
SPOT_30856C,10-Mar-2025 04:30:00, -23.47986, 152.07736, 27.05,  0.88,  0.82,  1.34,  3.75,  3.71,  4.23,  5.39, 37.07, 30.81, 40.02, 49.96,1,1,100,68 
SPOT_30856C,10-Mar-2025 05:00:00, -23.47977, 152.07754, 27.06,  1.00,  0.91,  2.19,  3.92,  3.90,  4.40,  5.69, 55.04, 41.13, 26.54, 41.28,1,1,100,68 
SPOT_30856C,10-Mar-2025 05:30:00, -23.47963, 152.07761, 27.05,  0.95,  0.92,  1.53,  3.97,  3.79,  4.28,  5.12, 45.13, 43.20, 39.44, 42.75,1,1,100,68 
SPOT_30856C,10-Mar-2025 06:00:00, -23.47953, 152.07807, 27.04,  1.04,  0.94,  1.76,  3.92,  3.93,  4.44,  6.02, 62.58, 49.44, 28.34, 40.87,1,1,100,68 
SPOT_30856C,10-Mar-2025 06:30:00, -23.47964, 152.07821, 27.04,  1.10,  1.06,  1.59,  4.24,  4.02,  4.45,  5.12, 46.75, 47.60, 39.51, 44.49,1,1,100,68 
SPOT_30856C,10-Mar-2025 07:00:00, -23.47967, 152.07822, 27.03,  1.07,  1.02,  1.83,  4.17,  3.97,  4.41,  5.39, 60.07, 49.80, 45.15, 46.15,1,1,100,68 
SPOT_30856C,10-Mar-2025 07:30:00, -23.47967, 152.07823, 27.03,  1.15,  1.09,  1.79,  4.33,  4.16,  4.60,  5.39, 52.25, 46.44, 47.14, 49.34,1,1,100,68 
SPOT_30856C,10-Mar-2025 08:00:00, -23.47966, 152.07823, 27.03,  1.21,  1.12,  1.76,  4.37,  4.36,  4.75,  5.39, 51.40, 48.83, 45.10, 51.53,1,1,100,68 
SPOT_30856C,10-Mar-2025 08:30:00, -23.47965, 152.07823, 27.02,  1.28,  1.14,  2.03,  4.37,  4.28,  4.65,  5.39, 54.18, 52.57, 49.38, 51.26,1,1,100,68 
SPOT_30856C,10-Mar-2025 09:00:00, -23.47965, 152.07823, 27.04,  1.10,  1.04,  1.82,  4.08,  4.09,  4.49,  5.69, 57.58, 51.42, 41.64, 51.88,1,1,100,68 
SPOT_30856C,10-Mar-2025 09:30:00, -23.47967, 152.07823, 27.07,  1.10,  1.01,  1.57,  4.36,  4.17,  4.55,  5.39, 53.85, 48.53, 40.63, 51.48,1,1,100,68 
SPOT_30856C,10-Mar-2025 10:00:00, -23.47967, 152.07822, 27.07,  0.99,  0.93,  1.66,  4.07,  3.98,  4.38,  4.88, 48.52, 53.98, 41.61, 48.83,1,1,100,68 
SPOT_30856C,10-Mar-2025 10:30:00, -23.47968, 152.07820, 27.07,  0.93,  0.91,  1.53,  3.92,  3.76,  4.17,  4.88, 48.28, 51.15, 44.83, 48.36,1,1,100,68 
SPOT_30856C,10-Mar-2025 11:00:00, -23.47967, 152.07818, 27.08,  0.99,  0.91,  1.46,  3.96,  3.86,  4.28,  5.39, 57.64, 53.54, 32.38, 44.55,1,1,100,68 
SPOT_30856C,10-Mar-2025 11:30:00, -23.47969, 152.07815, 27.10,  0.90,  0.83,  1.42,  3.81,  3.77,  4.24,  5.12, 54.86, 57.65, 32.72, 42.90,1,1,100,68 
SPOT_30856C,10-Mar-2025 12:00:00, -23.47976, 152.07808, 27.13,  0.88,  0.80,  1.27,  3.79,  3.66,  4.10,  4.45, 42.53, 55.42, 29.50, 39.89,1,1,100,68 
SPOT_30856C,10-Mar-2025 12:30:00, -23.47997, 152.07780, 27.15,  0.81,  0.75,  1.26,  3.68,  3.62,  4.13,  5.39, 53.88, 55.39, 29.17, 41.23,1,1,100,68 
SPOT_30856C,10-Mar-2025 13:00:00, -23.48003, 152.07739, 27.17,  0.84,  0.75,  1.25,  3.82,  3.67,  4.23,  5.39, 52.20, 51.05, 38.48, 48.04,1,1,100,68 
SPOT_30856C,10-Mar-2025 13:30:00, -23.48012, 152.07745, 27.26,  0.79,  0.72,  1.24,  4.01,  3.78,  4.48,  6.40, 65.21, 53.24, 35.90, 51.34,1,1,100,68 
SPOT_30856C,10-Mar-2025 14:00:00, -23.48000, 152.07739, 27.30,  0.80,  0.71,  1.17,  4.02,  3.94,  4.65,  7.88, 60.65, 40.48, 31.68, 50.72,1,1,100,68 
SPOT_30856C,10-Mar-2025 14:30:00, -23.48006, 152.07752, 27.52,  0.79,  0.73,  1.14,  3.92,  3.69,  4.34,  8.53, 53.39, 35.49, 33.13, 47.24,1,1,100,68 
SPOT_30856C,10-Mar-2025 15:00:00, -23.47990, 152.07739, 27.38,  0.85,  0.79,  1.36,  4.20,  3.89,  4.59,  7.88, 54.87, 38.58, 26.88, 44.21,1,1,100,68 
SPOT_30856C,10-Mar-2025 15:30:00, -23.48000, 152.07734, 27.22,  0.73,  0.68,  1.21,  3.99,  3.68,  4.39,  6.40, 47.68, 37.92, 40.85, 52.04,1,1,100,68 
SPOT_30856C,10-Mar-2025 16:00:00, -23.47994, 152.07734, 27.20,  0.76,  0.69,  1.13,  4.13,  3.90,  4.70,  8.53, 58.06, 39.36, 30.44, 45.41,1,1,100,68 
SPOT_30856C,10-Mar-2025 16:30:00, -23.47989, 152.07733, 27.17,  0.79,  0.71,  1.10,  4.21,  3.94,  4.75,  8.53, 48.94, 41.13, 37.59, 46.74,1,1,100,68 
SPOT_30856C,10-Mar-2025 17:00:00, -23.47991, 152.07733, 27.15,  0.76,  0.70,  1.07,  4.25,  3.97,  4.81,  8.53, 54.93, 41.85, 39.13, 51.33,1,1,100,68 
SPOT_30856C,10-Mar-2025 17:30:00, -23.47992, 152.07733, 27.11,  0.78,  0.72,  1.44,  4.04,  3.86,  4.61,  7.88, 60.39, 41.35, 44.19, 50.80,1,1,100,68 
SPOT_30856C,10-Mar-2025 18:00:00, -23.47993, 152.07736, 27.15,  0.85,  0.74,  1.24,  4.11,  3.97,  4.70,  7.88, 54.35, 46.41, 27.44, 42.32,1,1,100,68 
SPOT_30856C,10-Mar-2025 18:30:00, -23.47982, 152.07755, 27.14,  0.89,  0.84,  1.61,  4.32,  3.99,  4.72,  8.53, 61.78, 51.58, 21.94, 39.42,1,1,100,68 
SPOT_30856C,10-Mar-2025 19:00:00, -23.47959, 152.07811, 27.16,  0.90,  0.84,  1.29,  4.13,  4.02,  4.58,  5.69, 58.45, 52.64, 33.17, 40.16,1,1,100,68 
SPOT_30856C,10-Mar-2025 19:30:00, -23.47964, 152.07821, 27.10,  1.02,  0.98,  1.54,  4.38,  4.23,  4.73,  5.69, 52.78, 56.02, 38.79, 44.63,1,1,100,68 
SPOT_30856C,10-Mar-2025 20:00:00, -23.47965, 152.07822, 27.04,  1.09,  1.04,  1.60,  4.50,  4.46,  4.99,  8.53, 59.38, 59.45, 37.31, 49.24,1,1,100,68 
SPOT_30856C,10-Mar-2025 20:30:00, -23.47964, 152.07822, 27.14,  1.09,  0.99,  1.68,  4.50,  4.45,  5.02,  8.53, 64.28, 58.79, 38.36, 48.09,1,1,100,68 
SPOT_30856C,10-Mar-2025 21:00:00, -23.47963, 152.07821, 27.24,  1.07,  0.97,  1.79,  4.36,  4.27,  4.78,  8.53, 58.82, 58.32, 36.17, 47.30,1,1,100,68 
SPOT_30856C,10-Mar-2025 21:30:00, -23.47960, 152.07815, 27.38,  0.89,  0.81,  1.44,  4.04,  3.88,  4.43,  7.88, 68.25, 58.06, 36.59, 45.30,1,1,100,68 
SPOT_30856C,10-Mar-2025 22:00:00, -23.47954, 152.07805, 27.29,  0.88,  0.79,  1.23,  4.14,  3.89,  4.47,  7.88, 68.25, 58.42, 26.62, 36.85,1,1,100,68 
SPOT_30856C,10-Mar-2025 22:30:00, -23.47961, 152.07790, 27.19,  0.82,  0.72,  1.38,  4.02,  3.96,  4.61,  8.53, 58.89, 54.22, 22.59, 36.48,1,1,100,68 
SPOT_30856C,10-Mar-2025 23:00:00, -23.47999, 152.07753, 27.15,  0.80,  0.75,  1.32,  4.46,  4.13,  4.97,  8.53, 60.12, 54.55, 22.95, 41.46,1,1,100,68 
SPOT_30856C,10-Mar-2025 23:30:00, -23.48003, 152.07739, 27.15,  0.72,  0.66,  1.21,  3.90,  3.73,  4.55,  8.53, 53.78, 52.73, 39.98, 55.29,1,1,100,68 
SPOT_30856C,11-Mar-2025 00:00:00, -23.48009, 152.07741, 27.05,  0.77,  0.72,  1.23,  3.99,  3.71,  4.44,  8.53, 56.51, 55.50, 46.63, 59.21,1,1,100,68 
SPOT_30856C,11-Mar-2025 00:30:00, -23.48002, 152.07737, 27.01,  0.82,  0.74,  1.29,  3.99,  3.74,  4.46,  7.88, 56.35, 49.86, 48.68, 56.51,1,1,100,68 
SPOT_30856C,11-Mar-2025 01:00:00, -23.48000, 152.07735, 27.02,  0.74,  0.68,  1.04,  3.98,  3.81,  4.48,  5.39, 56.62, 46.68, 46.78, 58.51,1,1,100,68 
SPOT_30856C,11-Mar-2025 01:30:00, -23.47999, 152.07734, 27.02,  0.72,  0.66,  1.07,  4.22,  4.05,  4.75,  7.31, 39.90, 30.79, 50.12, 57.01,1,1,100,68 
SPOT_30856C,11-Mar-2025 02:00:00, -23.47996, 152.07733, 27.02,  0.71,  0.65,  1.48,  3.87,  3.71,  4.41,  8.53, 40.95, 24.94, 52.89, 56.57,1,1,100,68 
SPOT_30856C,11-Mar-2025 02:30:00, -23.47994, 152.07733, 27.01,  0.82,  0.74,  1.37,  4.02,  3.82,  4.50,  8.53, 22.34, 23.97, 60.75, 56.89,1,1,100,68 
SPOT_30856C,11-Mar-2025 03:00:00, -23.47993, 152.07733, 27.03,  0.80,  0.74,  1.32,  3.82,  3.63,  4.28,  7.88, 45.03, 26.68, 58.92, 55.66,1,1,100,68 
SPOT_30856C,11-Mar-2025 03:30:00, -23.47991, 152.07733, 27.04,  0.91,  0.84,  1.35,  3.97,  3.79,  4.48,  6.40, 42.29, 27.86, 52.70, 55.29,1,1,100,68 
SPOT_30856C,11-Mar-2025 04:00:00, -23.47990, 152.07734, 27.05,  0.88,  0.83,  1.38,  4.09,  3.98,  4.57,  7.88, 38.84, 34.76, 46.18, 49.75,1,1,100,68 
SPOT_30856C,11-Mar-2025 04:30:00, -23.47990, 152.07734, 27.02,  0.94,  0.80,  2.37,  4.09,  4.33,  5.39,  6.40, 39.01, 45.62, 47.47, 62.66,1,1,100,68 
SPOT_30856C,11-Mar-2025 05:00:00, -23.47987, 152.07733, 26.98,  0.94,  0.85,  1.51,  3.99,  4.00,  4.56,  5.12, 38.89, 35.07, 36.26, 45.72,1,1,100,68 
SPOT_30856C,11-Mar-2025 05:30:00, -23.47985, 152.07734, 26.98,  0.88,  0.82,  1.43,  3.86,  3.78,  4.33,  5.69, 41.12, 36.61, 30.61, 43.74,1,1,100,68 
SPOT_30856C,11-Mar-2025 06:00:00, -23.47974, 152.07744, 26.97,  0.93,  0.88,  1.65,  3.83,  3.76,  4.30,  4.88, 40.15, 37.99, 29.46, 40.71,1,1,100,68 
SPOT_30856C,11-Mar-2025 06:30:00, -23.47950, 152.07762, 26.96,  1.01,  0.94,  1.96,  3.88,  3.91,  4.43,  5.39, 38.21, 43.07, 25.97, 35.64,1,1,100,68 
SPOT_30856C,11-Mar-2025 07:00:00, -23.47949, 152.07804, 26.96,  1.12,  1.03,  1.81,  4.13,  4.03,  4.46,  4.88, 61.60, 57.12, 28.83, 37.89,1,1,100,68 
SPOT_30856C,11-Mar-2025 07:30:00, -23.47961, 152.07820, 26.94,  1.24,  1.11,  1.73,  4.33,  4.31,  4.70,  5.69, 51.63, 55.70, 38.82, 45.69,1,1,100,68 
SPOT_30856C,11-Mar-2025 08:00:00, -23.47963, 152.07822, 26.94,  1.24,  1.14,  1.88,  4.59,  4.35,  4.72,  5.39, 50.75, 56.74, 42.29, 49.36,1,1,100,68 
SPOT_30856C,11-Mar-2025 08:30:00, -23.47965, 152.07823, 26.96,  1.29,  1.19,  1.91,  4.70,  4.56,  4.95,  5.39, 64.07, 61.19, 47.68, 47.25,1,1,100,68 
SPOT_30856C,11-Mar-2025 09:00:00, -23.47964, 152.07822, 26.97,  1.17,  1.16,  1.75,  4.49,  4.33,  4.68,  6.02, 59.47, 60.91, 37.26, 49.59,1,1,100,68 
SPOT_30856C,11-Mar-2025 09:30:00, -23.47965, 152.07823, 26.99,  1.14,  1.05,  1.79,  4.50,  4.41,  4.86,  5.39, 53.04, 55.63, 44.96, 51.24,1,1,100,68 
SPOT_30856C,11-Mar-2025 10:00:00, -23.47965, 152.07822, 27.03,  1.10,  0.99,  1.61,  4.42,  4.30,  4.70,  5.39, 47.46, 54.95, 47.75, 52.69,1,1,100,68 
SPOT_30856C,11-Mar-2025 10:30:00, -23.47966, 152.07821, 27.03,  0.94,  0.90,  1.36,  4.25,  4.07,  4.57,  5.39, 58.19, 58.78, 46.99, 51.64,1,1,100,68 
SPOT_30856C,11-Mar-2025 11:00:00, -23.47967, 152.07819, 27.05,  0.94,  0.89,  1.32,  4.24,  4.05,  4.52,  5.39, 69.69, 59.66, 40.11, 46.30,1,1,100,68 
SPOT_30856C,11-Mar-2025 11:30:00, -23.47959, 152.07802, 27.10,  0.95,  0.86,  1.57,  4.15,  3.97,  4.41,  5.39, 66.39, 59.69, 23.44, 36.25,1,1,100,68 
SPOT_30856C,11-Mar-2025 12:00:00, -23.47982, 152.07745, 27.11,  0.77,  0.76,  1.43,  4.10,  3.85,  4.45,  5.69, 55.98, 54.92, 28.07, 44.81,1,1,100,68 
SPOT_30856C,11-Mar-2025 12:30:00, -23.48010, 152.07747, 27.16,  0.78,  0.72,  1.11,  4.16,  3.93,  4.57,  7.88, 59.68, 49.34, 28.34, 49.36,1,1,100,68 
SPOT_30856C,11-Mar-2025 13:00:00, -23.48002, 152.07740, 27.25,  0.79,  0.67,  1.11,  4.15,  4.09,  4.76,  7.88, 53.15, 35.74, 31.08, 48.88,1,1,100,68 
SPOT_30856C,11-Mar-2025 13:30:00, -23.47999, 152.07740, 27.30,  0.75,  0.69,  1.10,  4.31,  4.06,  4.85,  9.31, 51.82, 39.98, 34.44, 48.41,1,1,100,68 
SPOT_30856C,11-Mar-2025 14:00:00, -23.47994, 152.07741, 27.56,  0.75,  0.69,  1.08,  4.24,  4.01,  4.77,  7.88, 53.44, 40.06, 26.41, 42.97,1,1,100,68 
SPOT_30856C,11-Mar-2025 14:30:00, -23.47992, 152.07737, 27.43,  0.79,  0.71,  1.27,  4.12,  3.83,  4.59,  7.88, 47.61, 34.97, 24.78, 43.57,1,1,100,68 
SPOT_30856C,11-Mar-2025 15:00:00, -23.47994, 152.07738, 27.33,  0.78,  0.71,  1.11,  4.17,  3.88,  4.66,  7.88, 44.72, 39.49, 34.69, 46.40,1,1,100,68 
SPOT_30856C,11-Mar-2025 15:30:00, -23.47996, 152.07737, 27.34,  0.80,  0.72,  1.18,  4.19,  3.85,  4.58,  7.31, 43.06, 36.65, 26.44, 45.94,1,1,100,68 
SPOT_30856C,11-Mar-2025 16:00:00, -23.47994, 152.07735, 27.38,  0.78,  0.75,  1.20,  4.02,  3.75,  4.46,  7.88, 47.63, 36.70, 38.75, 47.06,1,1,100,68 
SPOT_30856C,11-Mar-2025 16:30:00, -23.47985, 152.07738, 27.31,  0.85,  0.79,  1.29,  4.14,  3.95,  4.72,  7.88, 53.60, 42.94, 24.66, 40.08,1,1,100,68 
SPOT_30856C,11-Mar-2025 17:00:00, -23.47983, 152.07734, 27.33,  0.83,  0.79,  1.47,  4.47,  4.11,  4.89,  7.88, 49.66, 42.19, 20.87, 39.40,1,1,100,68 
SPOT_30856C,11-Mar-2025 17:30:00, -23.47983, 152.07739, 27.31,  0.98,  0.90,  1.58,  4.79,  4.39,  5.15,  7.88, 53.45, 45.34, 19.56, 33.47,1,1,100,68 
SPOT_30856C,11-Mar-2025 18:00:00, -23.47974, 152.07737, 27.29,  0.93,  0.91,  1.74,  4.56,  4.18,  4.97,  8.53, 51.04, 43.77, 24.59, 36.71,1,1,100,68 
SPOT_30856C,11-Mar-2025 18:30:00, -23.47964, 152.07747, 27.25,  1.11,  0.99,  1.49,  4.53,  4.55,  5.27,  7.88, 54.82, 48.34, 16.20, 30.21,1,1,100,68 
SPOT_30856C,11-Mar-2025 19:00:00, -23.47949, 152.07778, 27.18,  1.12,  1.08,  1.75,  4.71,  4.56,  5.26,  7.88, 62.23, 56.22, 20.57, 30.20,1,1,100,68 
SPOT_30856C,11-Mar-2025 19:30:00, -23.47957, 152.07814, 27.08,  1.22,  1.14,  2.24,  4.91,  4.69,  5.29,  7.88, 69.64, 67.21, 33.06, 38.17,1,1,100,68 
SPOT_30856C,11-Mar-2025 20:00:00, -23.47960, 152.07819, 27.06,  1.33,  1.14,  1.87,  4.66,  4.94,  5.52,  7.88, 66.36, 68.55, 31.49, 41.02,1,1,100,68 
SPOT_30856C,11-Mar-2025 20:30:00, -23.47957, 152.07818, 27.18,  1.22,  1.11,  1.85,  5.02,  4.85,  5.43,  7.88, 65.33, 71.14, 32.69, 41.43,1,1,100,68 
SPOT_30856C,11-Mar-2025 21:00:00, -23.47959, 152.07818, 27.16,  1.19,  1.14,  1.92,  5.21,  4.97,  5.62,  7.88, 66.43, 69.52, 24.31, 38.35,1,1,100,68 
SPOT_30856C,11-Mar-2025 21:30:00, -23.47957, 152.07818, 27.15,  1.00,  0.91,  1.42,  4.67,  4.44,  5.06,  8.53, 74.54, 71.29, 30.78, 43.52,1,1,100,68 
SPOT_30856C,11-Mar-2025 22:00:00, -23.47955, 152.07815, 27.19,  0.90,  0.84,  1.50,  4.27,  4.10,  4.64,  7.88, 77.40, 69.73, 35.92, 43.48,1,1,100,68 
SPOT_30856C,11-Mar-2025 22:30:00, -23.47951, 152.07802, 27.19,  0.94,  0.89,  1.63,  4.51,  4.33,  4.99,  9.31, 63.64, 66.57, 27.33, 35.80,1,1,100,68 
SPOT_30856C,11-Mar-2025 23:00:00, -23.47949, 152.07773, 27.11,  0.89,  0.82,  1.29,  4.60,  4.36,  5.15,  9.31, 59.76, 55.69, 20.49, 36.66,1,1,100,68 
SPOT_30856C,11-Mar-2025 23:30:00, -23.47983, 152.07742, 27.08,  0.87,  0.82,  1.38,  4.60,  4.24,  5.07,  8.53, 54.59, 54.79, 23.88, 42.86,1,1,100,68 
SPOT_30856C,12-Mar-2025 00:00:00, -23.48001, 152.07737, 27.05,  0.81,  0.74,  1.27,  4.30,  4.11,  4.94,  8.53, 45.68, 42.35, 43.14, 53.47,1,1,100,68 
SPOT_30856C,12-Mar-2025 00:30:00, -23.48002, 152.07737, 27.05,  0.86,  0.77,  1.29,  4.73,  4.34,  5.16,  6.02, 39.76, 40.49, 54.78, 56.67,1,1,100,68 
SPOT_30856C,12-Mar-2025 01:00:00, -23.48001, 152.07737, 27.05,  0.83,  0.76,  1.24,  4.56,  4.15,  4.97,  8.53, 33.67, 39.54, 44.62, 54.86,1,1,100,68 
SPOT_30856C,12-Mar-2025 01:30:00, -23.48000, 152.07736, 27.09,  0.87,  0.81,  1.29,  4.70,  4.42,  5.20,  8.53, 41.31, 44.05, 46.62, 53.24,1,1,100,68 
SPOT_30856C,12-Mar-2025 02:00:00, -23.48000, 152.07736, 27.04,  0.80,  0.73,  1.12,  4.69,  4.47,  5.32,  8.53, 33.18, 34.39, 53.86, 55.99,1,1,100,68 
SPOT_30856C,12-Mar-2025 02:30:00, -23.47998, 152.07735, 27.04,  0.74,  0.70,  1.16,  4.29,  4.02,  4.77,  7.31, 48.28, 32.85, 52.96, 58.68,1,1,100,68 
SPOT_30856C,12-Mar-2025 03:00:00, -23.47996, 152.07734, 26.99,  0.82,  0.76,  1.66,  4.50,  4.10,  4.86,  8.53, 32.30, 27.47, 42.94, 52.86,1,1,100,68 
SPOT_30856C,12-Mar-2025 03:30:00, -23.47993, 152.07734, 27.05,  0.88,  0.79,  1.58,  4.18,  4.03,  4.69,  5.69, 26.74, 29.49, 39.89, 50.21,1,1,100,68 
SPOT_30856C,12-Mar-2025 04:00:00, -23.47993, 152.07734, 27.05,  0.88,  0.84,  1.44,  4.44,  4.11,  4.80,  8.53, 25.11, 30.68, 42.17, 51.47,1,1,100,68 
SPOT_30856C,12-Mar-2025 04:30:00, -23.47990, 152.07733, 27.04,  0.89,  0.83,  1.49,  4.47,  4.31,  5.06,  5.39, 36.26, 33.18, 43.98, 52.37,1,1,100,68 
SPOT_30856C,12-Mar-2025 05:00:00, -23.47988, 152.07732, 26.95,  0.95,  0.90,  1.46,  4.74,  4.44,  5.09,  7.31, 25.61, 30.03, 47.64, 48.84,1,1,100,68 
SPOT_30856C,12-Mar-2025 05:30:00, -23.47990, 152.07733, 26.95,  0.96,  0.90,  1.73,  4.76,  4.46,  5.18,  7.88, 32.39, 28.80, 43.46, 50.78,1,1,100,68 
SPOT_30856C,12-Mar-2025 06:00:00, -23.47992, 152.07734, 26.96,  1.00,  0.91,  1.42,  4.53,  4.34,  4.98,  5.69, 34.36, 42.73, 41.25, 48.34,1,1,100,68 
SPOT_30856C,12-Mar-2025 06:30:00, -23.47990, 152.07738, 26.95,  1.02,  0.97,  1.65,  4.38,  4.17,  4.77,  8.53, 44.85, 48.46, 35.22, 44.58,1,1,100,68 
